"Year","Month","Day","min","max","avg","type"
2016,1,25,16.7,20.9,18.8,1
2016,1,26,16.5,29.4,22.95,1
2016,1,27,19.3,29.5,24.4,1
2016,1,28,20.3,27.5,23.9,1
2016,1,29,14.4,18.3,16.35,1
2016,1,30,12.3,22.4,17.35,1
2016,1,31,13.9,21.8,17.85,1
2016,2,1,12.5,23.6,18.05,1
2016,2,2,15.4,31.5,23.45,1
2016,2,3,18.1,21,19.55,1
2016,2,4,17.3,20.9,19.1,1
2016,2,5,15.3,29.4,22.35,1
2016,2,6,16.5,32.6,24.55,1
2016,2,7,19.1,27.7,23.4,1
2016,2,8,19.2,22.9,21.05,1
2016,2,9,17.4,22.7,20.05,1
2016,2,10,17.4,23.3,20.35,1
2016,2,11,18,23.8,20.9,1
2016,2,12,16.7,24.9,20.8,1
2016,2,13,17.7,30.3,24,1
2016,2,14,16.4,24.5,20.45,1
2016,2,15,14,26.1,20.05,1
2016,2,16,13.7,18.4,16.05,1
2016,2,17,12.7,21.1,16.9,1
2016,2,18,15.5,22.6,19.05,1
2016,2,19,15.8,22,18.9,1
2016,2,20,15.8,20.8,18.3,1
2016,2,21,12.6,24.7,18.65,1
2016,2,22,15.6,29.5,22.55,1
2016,2,23,18.1,39.4,28.75,1
2016,2,24,22.4,25.6,24,1
2016,2,25,19.6,26.4,23,1
2016,2,26,15.5,23.5,19.5,1
2016,2,27,17.7,22.2,19.95,1
2016,2,28,17.7,22.7,20.2,1
2016,2,29,15,23.7,19.35,1
2016,3,1,17.3,33.7,25.5,1
2016,3,2,17.6,34.7,26.15,1
2016,3,3,17.4,23.9,20.65,1
2016,3,4,16.5,33,24.75,1
2016,3,5,20.4,23.7,22.05,1
2016,3,6,17.4,25.2,21.3,1
2016,3,7,18.6,24.9,21.75,1
2016,3,8,19.9,38.9,29.4,1
2016,3,9,20.8,28.5,24.65,1
2016,3,10,18.1,22.1,20.1,1
2016,3,11,18.8,26.1,22.45,1
2016,3,12,18.7,22.3,20.5,1
2016,3,13,17.7,23.2,20.45,1
2016,3,14,18.4,21.3,19.85,1
2016,3,15,15.1,26.8,20.95,1
2016,3,16,15.3,31.4,23.35,1
2016,3,17,18.3,32.5,25.4,1
2016,3,18,15.2,19.5,17.35,1
2016,3,19,12,18.8,15.4,0
2016,3,20,10.1,23.3,16.7,1
2016,3,21,11.2,23.5,17.35,1
2016,3,22,11.4,24.3,17.85,1
2016,3,23,13.7,28.8,21.25,1
2016,3,24,16.3,21.2,18.75,1
2016,3,25,15.9,20.4,18.15,1
2016,3,26,14.1,20.2,17.15,1
2016,3,27,14.3,19.9,17.1,1
2016,3,28,9.4,19.2,14.3,0
2016,3,29,14.5,17.9,16.2,1
2016,3,30,15.5,18.7,17.1,1
2016,3,31,11.3,22.7,17,1
2016,4,1,13.1,26.5,19.8,1
2016,4,2,15.5,19.5,17.5,1
2016,4,3,11.3,18.8,15.05,0
2016,4,4,9.7,21.2,15.45,0
2016,4,5,12.3,29,20.65,1
2016,4,6,13.6,15.6,14.6,0
2016,4,7,8.3,18.4,13.35,0
2016,4,8,11.9,20,15.95,0
2016,4,9,10.4,22.3,16.35,1
2016,4,10,13.6,23.5,18.55,1
2016,4,11,14.5,20.1,17.3,1
2016,4,12,14,18.7,16.35,1
2016,4,13,11.3,20,15.65,0
2016,4,14,11.6,27,19.3,1
2016,4,15,13.4,27,20.2,1
2016,4,16,14,20.3,17.15,1
2016,4,17,13.1,19.8,16.45,1
2016,4,18,9.8,25,17.4,1
2016,4,19,13.6,27.4,20.5,1
2016,4,20,15.3,28,21.65,1
2016,4,21,17.1,24.2,20.65,1
2016,4,22,14.6,16.7,15.65,0
2016,4,23,12.3,18.6,15.45,0
2016,4,24,9.1,20,14.55,0
2016,4,25,9.9,25,17.45,1
2016,4,26,11.3,25.6,18.45,1
2016,4,27,13,25.4,19.2,1
2016,4,28,19.8,24.9,22.35,1
2016,4,29,16.9,20.6,18.75,1
2016,4,30,16.4,24.1,20.25,1
2016,5,1,14.4,17,15.7,0
2016,5,2,9,18.4,13.7,0
2016,5,3,12.3,20.1,16.2,1
2016,5,4,9.8,18.2,14,0
2016,5,5,12.6,20.5,16.55,1
2016,5,6,15.9,24.7,20.3,1
2016,5,7,11.4,25.7,18.55,1
2016,5,8,15.5,20.4,17.95,1
2016,5,9,15.4,22.2,18.8,1
2016,5,10,13.7,17.2,15.45,0
2016,5,11,12.2,17.4,14.8,0
2016,5,12,14.1,21.4,17.75,1
2016,5,13,15.9,21.6,18.75,1
2016,5,14,14.5,21.7,18.1,1
2016,5,15,15,22,18.5,1
2016,5,16,7.7,19.6,13.65,0
2016,5,17,11.4,17.1,14.25,0
2016,5,18,13,19.3,16.15,1
2016,5,19,14.6,18.4,16.5,1
2016,5,20,11.6,17.4,14.5,0
2016,5,21,8.1,18.5,13.3,0
2016,5,22,9.2,22.2,15.7,0
2016,5,23,12.8,17.2,15,0
2016,5,24,10.7,15.8,13.25,0
2016,5,25,7.6,15.6,11.6,0
2016,5,26,10.3,12.5,11.4,0
2016,5,27,9.2,14.4,11.8,0
2016,5,28,5.7,13.2,9.45,0
2016,5,29,8.7,13.9,11.3,0
2016,5,30,7.2,15.4,11.3,0
2016,5,31,3.6,17.4,10.5,0
2016,6,1,4.8,17,10.9,0
2016,6,2,4.8,12.8,8.8,0
2016,6,3,6.8,14.1,10.45,0
2016,6,4,9.8,13.4,11.6,0
2016,6,5,10.5,14.1,12.3,0
2016,6,6,8.9,14.5,11.7,0
2016,6,7,10.5,15.3,12.9,0
2016,6,8,9.7,14.7,12.2,0
2016,6,9,10.8,17.5,14.15,0
2016,6,10,10.4,15.8,13.1,0
2016,6,11,9,13.5,11.25,0
2016,6,12,5,13.8,9.4,0
2016,6,13,3.8,13.4,8.6,0
2016,6,14,8.6,15.6,12.1,0
2016,6,15,6,17.9,11.95,0
2016,6,16,7.8,14.3,11.05,0
2016,6,17,9.3,15.1,12.2,0
2016,6,18,10,12.7,11.35,0
2016,6,19,7.3,13.5,10.4,0
2016,6,20,9.1,13.2,11.15,0
2016,6,21,10.4,14.7,12.55,0
2016,6,22,11.2,15.4,13.3,0
2016,6,23,10.4,14.8,12.6,0
2016,6,24,6.9,10.7,8.8,0
2016,6,25,5.6,12.7,9.15,0
2016,6,26,3,11.1,7.05,0
2016,6,27,4.8,10.6,7.7,0
2016,6,28,5,17,11,0
2016,6,29,8.9,15.8,12.35,0
2016,6,30,10.3,11.7,11,0
2016,7,1,7.3,14.1,10.7,0
2016,7,2,9.9,16.5,13.2,0
2016,7,3,10.9,16.7,13.8,0
2016,7,4,10.4,12.7,11.55,0
2016,7,5,8.2,12.8,10.5,0
2016,7,6,9.8,13,11.4,0
2016,7,7,10.5,13.7,12.1,0
2016,7,8,9.7,15.3,12.5,0
2016,7,9,5.3,15.2,10.25,0
2016,7,10,6.5,14.2,10.35,0
2016,7,11,8.3,16,12.15,0
2016,7,12,10.7,13.7,12.2,0
2016,7,13,4.5,12,8.25,0
2016,7,14,6.6,14,10.3,0
2016,7,15,8.8,14.1,11.45,0
2016,7,16,7.8,13.7,10.75,0
2016,7,17,3.1,16.1,9.6,0
2016,7,18,9.6,17.7,13.65,0
2016,7,19,12.6,16,14.3,0
2016,7,20,9.8,16.1,12.95,0
2016,7,21,6.9,18.1,12.5,0
2016,7,22,9.2,18.3,13.75,0
2016,7,23,7.5,11.6,9.55,0
2016,7,24,4.7,11.4,8.05,0
2016,7,25,6.3,14.3,10.3,0
2016,7,26,6.5,11,8.75,0
2016,7,27,7.5,12.9,10.2,0
2016,7,28,6.9,15.2,11.05,0
2016,7,29,10.2,15.3,12.75,0
2016,7,30,9.1,13.8,11.45,0
2016,7,31,10.3,17,13.65,0
2016,8,1,11.2,14.4,12.8,0
2016,8,2,8.5,13.4,10.95,0
2016,8,3,8.7,12.8,10.75,0
2016,8,4,4.9,14.6,9.75,0
2016,8,5,3.4,14.6,9,0
2016,8,6,5.8,14.4,10.1,0
2016,8,7,7.6,16.6,12.1,0
2016,8,8,5,14.2,9.6,0
2016,8,9,9.7,18.9,14.3,0
2016,8,10,9.6,15.3,12.45,0
2016,8,11,6.8,15.7,11.25,0
2016,8,12,7.7,14.1,10.9,0
2016,8,13,7.9,15.1,11.5,0
2016,8,14,8.5,18.7,13.6,0
2016,8,15,10.2,18.1,14.15,0
2016,8,16,10,18.2,14.1,0
2016,8,17,12.5,15.6,14.05,0
2016,8,18,7.1,21.6,14.35,0
2016,8,19,15.3,16.4,15.85,0
2016,8,20,6.9,13.6,10.25,0
2016,8,21,9.5,14.8,12.15,0
2016,8,22,7.8,16,11.9,0
2016,8,23,7,13.4,10.2,0
2016,8,24,3.7,12.7,8.2,0
2016,8,25,6.5,13,9.75,0
2016,8,26,7.2,14.4,10.8,0
2016,8,27,9.3,16.3,12.8,0
2016,8,28,10.5,19,14.75,0
2016,8,29,8.7,20.4,14.55,0
2016,8,30,10.2,16.8,13.5,0
2016,8,31,12.8,20.2,16.5,1
2016,9,1,11.6,15.5,13.55,0
2016,9,2,9.6,15,12.3,0
2016,9,3,10,15.7,12.85,0
2016,9,4,10.1,16.9,13.5,0
2016,9,5,12.8,18.4,15.6,0
2016,9,6,9.2,21.5,15.35,0
2016,9,7,9.6,21,15.3,0
2016,9,8,13.1,23.3,18.2,1
2016,9,9,16,16.7,16.35,1
2016,9,10,11.5,14.3,12.9,0
2016,9,11,7.3,17,12.15,0
2016,9,12,9.9,13.6,11.75,0
2016,9,13,9.6,14.6,12.1,0
2016,9,14,10.5,16.1,13.3,0
2016,9,15,8.7,14.6,11.65,0
2016,9,16,9,15.7,12.35,0
2016,9,17,11.1,19.8,15.45,0
2016,9,18,10.8,12.5,11.65,0
2016,9,19,8.5,16.3,12.4,0
2016,9,20,9.1,18.8,13.95,0
2016,9,21,10.9,15.2,13.05,0
2016,9,22,9.6,13.4,11.5,0
2016,9,23,9.8,16.5,13.15,0
2016,9,24,10,20.1,15.05,0
2016,9,25,9.5,14.7,12.1,0
2016,9,26,8.1,16.9,12.5,0
2016,9,27,7.4,14.8,11.1,0
2016,9,28,7.5,19.3,13.4,0
2016,9,29,12.5,16.7,14.6,0
2016,9,30,9.3,16.4,12.85,0
2016,10,1,11.6,18.6,15.1,0
2016,10,2,12.1,24,18.05,1
2016,10,3,11.1,15.9,13.5,0
2016,10,4,10.6,17.1,13.85,0
2016,10,5,8,17.1,12.55,0
2016,10,6,9.7,27.2,18.45,1
2016,10,7,14.1,22.5,18.3,1
2016,10,8,9.7,16.9,13.3,0
2016,10,9,9.5,22,15.75,0
2016,10,10,13,16.8,14.9,0
2016,10,11,7.5,15.1,11.3,0
2016,10,12,10.2,15.4,12.8,0
2016,10,13,6.8,14.6,10.7,0
2016,10,14,5.2,22.7,13.95,0
2016,10,15,9.4,24.8,17.1,1
2016,10,16,17.4,23.1,20.25,1
2016,10,17,9.8,18.9,14.35,0
2016,10,18,9.6,16.6,13.1,0
2016,10,19,7.5,16.5,12,0
2016,10,20,6.8,21.8,14.3,0
2016,10,21,14.8,17.6,16.2,1
2016,10,22,6.9,13.2,10.05,0
2016,10,23,7.9,14.1,11,0
2016,10,24,9.4,17.1,13.25,0
2016,10,25,9.6,25.7,17.65,1
2016,10,26,16.5,18.5,17.5,1
2016,10,27,10.1,15.4,12.75,0
2016,10,28,6.3,16.6,11.45,0
2016,10,29,9.3,25.6,17.45,1
2016,10,30,12.7,28,20.35,1
2016,10,31,7.9,17.5,12.7,0
2016,11,1,9.4,18.4,13.9,0
2016,11,2,9.7,18.5,14.1,0
2016,11,3,10,19.1,14.55,0
2016,11,4,10.2,29.2,19.7,1
2016,11,5,10,16.8,13.4,0
2016,11,6,11.5,21.4,16.45,1
2016,11,7,14.6,25.9,20.25,1
2016,11,8,11,18.2,14.6,0
2016,11,9,9.2,17.4,13.3,0
2016,11,10,11.9,17.5,14.7,0
2016,11,11,8.4,23.8,16.1,1
2016,11,12,13.2,25.5,19.35,1
2016,11,13,11.7,19,15.35,0
2016,11,14,11.5,15.9,13.7,0
2016,11,15,11,19.2,15.1,0
2016,11,16,11.9,21.6,16.75,1
2016,11,17,12,31.4,21.7,1
2016,11,18,15.3,18.9,17.1,1
2016,11,19,11.7,19.4,15.55,0
2016,11,20,11.9,33.3,22.6,1
2016,11,21,17.9,35,26.45,1
2016,11,22,14.5,14.9,14.7,0
2016,11,23,11,16.8,13.9,0
2016,11,24,10.3,17,13.65,0
2016,11,25,10.9,17.9,14.4,0
2016,11,26,12.2,17.4,14.8,0
2016,11,27,11.6,16.3,13.95,0
2016,11,28,12.2,19.6,15.9,0
2016,11,29,10.4,20,15.2,0
2016,11,30,13.3,18.9,16.1,1
2016,12,1,12.9,21.9,17.4,1
2016,12,2,13,21.6,17.3,1
2016,12,3,9.9,23.9,16.9,1
2016,12,4,12.7,31.7,22.2,1
2016,12,5,16.9,21.5,19.2,1
2016,12,6,12.8,20.8,16.8,1
2016,12,7,10.5,28.3,19.4,1
2016,12,8,15.4,23.2,19.3,1
2016,12,9,10,17.3,13.65,0
2016,12,10,11.2,18.8,15,0
2016,12,11,12.9,19.3,16.1,1
2016,12,12,10.7,32.8,21.75,1
2016,12,13,16.5,36.3,26.4,1
2016,12,14,15.7,19.3,17.5,1
2016,12,15,11.7,18.6,15.15,0
2016,12,16,9.7,25.5,17.6,1
2016,12,17,15.1,20.9,18,1
2016,12,18,10,17.5,13.75,0
2016,12,19,8.8,30.2,19.5,1
2016,12,20,14.4,21.5,17.95,1
2016,12,21,13.5,19.9,16.7,1
2016,12,22,14.6,20,17.3,1
2016,12,23,12.5,26.3,19.4,1
2016,12,24,16.2,34.9,25.55,1
2016,12,25,16.4,36.3,26.35,1
2016,12,26,25.4,29.3,27.35,1
2016,12,27,18,29.8,23.9,1
2016,12,28,20.3,38.2,29.25,1
2016,12,29,27,33.5,30.25,1
2016,12,30,20.1,27.8,23.95,1
2016,12,31,17.3,23.8,20.55,1
