"Sensor_ID","Year","Month","Day","Mdate","Time","Hourly_Counts"
7,2013,1,"Thursday",17,3,5
5,2013,1,"Thursday",17,3,28
6,2013,1,"Thursday",17,3,29
14,2013,1,"Thursday",17,3,5
4,2013,1,"Thursday",17,4,31
17,2013,1,"Thursday",17,4,13
18,2013,1,"Thursday",17,4,1
16,2013,1,"Thursday",17,4,8
2,2013,1,"Thursday",17,4,9
1,2013,1,"Thursday",17,4,7
13,2013,1,"Thursday",17,4,3
3,2013,1,"Thursday",17,4,21
15,2013,1,"Thursday",17,4,11
9,2013,1,"Thursday",17,4,3
10,2013,1,"Thursday",17,4,3
12,2013,1,"Thursday",17,4,1
11,2013,1,"Thursday",17,4,0
8,2013,1,"Thursday",17,4,3
7,2013,1,"Thursday",17,4,10
5,2013,1,"Thursday",17,4,48
6,2013,1,"Thursday",17,4,18
14,2013,1,"Thursday",17,4,26
4,2013,1,"Thursday",17,5,95
17,2013,1,"Thursday",17,5,44
18,2013,1,"Thursday",17,5,17
16,2013,1,"Thursday",17,5,24
2,2013,1,"Thursday",17,5,19
1,2013,1,"Thursday",17,5,16
13,2013,1,"Thursday",17,5,66
3,2013,1,"Thursday",17,5,47
15,2013,1,"Thursday",17,5,21
9,2013,1,"Thursday",17,5,40
10,2013,1,"Thursday",17,5,22
12,2013,1,"Thursday",17,5,6
11,2013,1,"Thursday",17,5,2
8,2013,1,"Thursday",17,5,14
7,2013,1,"Thursday",17,5,12
5,2013,1,"Thursday",17,5,88
6,2013,1,"Thursday",17,5,49
14,2013,1,"Thursday",17,5,62
4,2013,1,"Thursday",17,6,165
17,2013,1,"Thursday",17,6,193
18,2013,1,"Thursday",17,6,129
16,2013,1,"Thursday",17,6,71
2,2013,1,"Thursday",17,6,76
1,2013,1,"Thursday",17,6,66
13,2013,1,"Thursday",17,6,500
3,2013,1,"Thursday",17,6,147
15,2013,1,"Thursday",17,6,60
9,2013,1,"Thursday",17,6,432
10,2013,1,"Thursday",17,6,77
12,2013,1,"Thursday",17,6,66
11,2013,1,"Thursday",17,6,20
8,2013,1,"Thursday",17,6,121
7,2013,1,"Thursday",17,6,123
5,2013,1,"Thursday",17,6,247
6,2013,1,"Thursday",17,6,264
14,2013,1,"Thursday",17,6,136
4,2013,1,"Thursday",17,7,438
17,2013,1,"Thursday",17,7,615
18,2013,1,"Thursday",17,7,568
16,2013,1,"Thursday",17,7,514
2,2013,1,"Thursday",17,7,279
1,2013,1,"Thursday",17,7,287
13,2013,1,"Thursday",17,7,1876
3,2013,1,"Thursday",17,7,307
15,2013,1,"Thursday",17,7,211
9,2013,1,"Thursday",17,7,1156
10,2013,1,"Thursday",17,7,217
12,2013,1,"Thursday",17,7,184
11,2013,1,"Thursday",17,7,88
8,2013,1,"Thursday",17,7,317
7,2013,1,"Thursday",17,7,344
5,2013,1,"Thursday",17,7,697
6,2013,1,"Thursday",17,7,940
14,2013,1,"Thursday",17,7,421
4,2013,1,"Thursday",17,8,1121
17,2013,1,"Thursday",17,8,1630
18,2013,1,"Thursday",17,8,1488
16,2013,1,"Thursday",17,8,1092
2,2013,1,"Thursday",17,8,695
1,2013,1,"Thursday",17,8,738
13,2013,1,"Thursday",17,8,4444
3,2013,1,"Thursday",17,8,707
15,2013,1,"Thursday",17,8,681
9,2013,1,"Thursday",17,8,2489
10,2013,1,"Thursday",17,8,384
12,2013,1,"Thursday",17,8,295
11,2013,1,"Thursday",17,8,92
8,2013,1,"Thursday",17,8,565
7,2013,1,"Thursday",17,8,576
5,2013,1,"Thursday",17,8,1603
6,2013,1,"Thursday",17,8,2238
14,2013,1,"Thursday",17,8,1006
4,2013,1,"Thursday",17,9,1371
17,2013,1,"Thursday",17,9,1036
18,2013,1,"Thursday",17,9,877
16,2013,1,"Thursday",17,9,1137
2,2013,1,"Thursday",17,9,991
1,2013,1,"Thursday",17,9,974
13,2013,1,"Thursday",17,9,2150
3,2013,1,"Thursday",17,9,756
15,2013,1,"Thursday",17,9,587
9,2013,1,"Thursday",17,9,1023
10,2013,1,"Thursday",17,9,214
12,2013,1,"Thursday",17,9,142
11,2013,1,"Thursday",17,9,55
8,2013,1,"Thursday",17,9,204
7,2013,1,"Thursday",17,9,797
5,2013,1,"Thursday",17,9,957
6,2013,1,"Thursday",17,9,1316
14,2013,1,"Thursday",17,9,421
4,2013,1,"Thursday",17,10,1842
17,2013,1,"Thursday",17,10,650
18,2013,1,"Thursday",17,10,465
16,2013,1,"Thursday",17,10,1240
2,2013,1,"Thursday",17,10,1456
1,2013,1,"Thursday",17,10,1220
13,2013,1,"Thursday",17,10,715
3,2013,1,"Thursday",17,10,987
15,2013,1,"Thursday",17,10,704
9,2013,1,"Thursday",17,10,467
10,2013,1,"Thursday",17,10,134
12,2013,1,"Thursday",17,10,152
11,2013,1,"Thursday",17,10,58
8,2013,1,"Thursday",17,10,140
7,2013,1,"Thursday",17,10,1241
5,2013,1,"Thursday",17,10,1093
6,2013,1,"Thursday",17,10,1018
14,2013,1,"Thursday",17,10,334
4,2013,1,"Thursday",17,11,2188
17,2013,1,"Thursday",17,11,599
18,2013,1,"Thursday",17,11,388
16,2013,1,"Thursday",17,11,1491
2,2013,1,"Thursday",17,11,2013
1,2013,1,"Thursday",17,11,1570
13,2013,1,"Thursday",17,11,606
3,2013,1,"Thursday",17,11,921
15,2013,1,"Thursday",17,11,768
9,2013,1,"Thursday",17,11,345
10,2013,1,"Thursday",17,11,175
12,2013,1,"Thursday",17,11,163
11,2013,1,"Thursday",17,11,59
8,2013,1,"Thursday",17,11,120
7,2013,1,"Thursday",17,11,618
5,2013,1,"Thursday",17,11,1017
6,2013,1,"Thursday",17,11,1002
14,2013,1,"Thursday",17,11,260
4,2013,1,"Thursday",17,12,3058
17,2013,1,"Thursday",17,12,1369
18,2013,1,"Thursday",17,12,595
16,2013,1,"Thursday",17,12,2483
2,2013,1,"Thursday",17,12,3223
1,2013,1,"Thursday",17,12,2779
13,2013,1,"Thursday",17,12,936
3,2013,1,"Thursday",17,12,2131
15,2013,1,"Thursday",17,12,1384
9,2013,1,"Thursday",17,12,1047
10,2013,1,"Thursday",17,12,320
12,2013,1,"Thursday",17,12,261
11,2013,1,"Thursday",17,12,118
8,2013,1,"Thursday",17,12,414
7,2013,1,"Thursday",17,12,478
5,2013,1,"Thursday",17,12,1403
6,2013,1,"Thursday",17,12,1874
14,2013,1,"Thursday",17,12,480
4,2013,1,"Thursday",17,13,3359
17,2013,1,"Thursday",17,13,1404
18,2013,1,"Thursday",17,13,693
16,2013,1,"Thursday",17,13,2393
2,2013,1,"Thursday",17,13,3570
1,2013,1,"Thursday",17,13,3202
13,2013,1,"Thursday",17,13,1100
3,2013,1,"Thursday",17,13,2322
15,2013,1,"Thursday",17,13,1498
9,2013,1,"Thursday",17,13,1091
10,2013,1,"Thursday",17,13,262
12,2013,1,"Thursday",17,13,210
11,2013,1,"Thursday",17,13,94
8,2013,1,"Thursday",17,13,365
7,2013,1,"Thursday",17,13,340
5,2013,1,"Thursday",17,13,1375
6,2013,1,"Thursday",17,13,1771
14,2013,1,"Thursday",17,13,399
4,2013,1,"Thursday",17,14,2994
17,2013,1,"Thursday",17,14,714
18,2013,1,"Thursday",17,14,424
16,2013,1,"Thursday",17,14,1482
2,2013,1,"Thursday",17,14,2568
1,2013,1,"Thursday",17,14,2241
13,2013,1,"Thursday",17,14,757
3,2013,1,"Thursday",17,14,1974
15,2013,1,"Thursday",17,14,1105
9,2013,1,"Thursday",17,14,472
10,2013,1,"Thursday",17,14,173
12,2013,1,"Thursday",17,14,151
11,2013,1,"Thursday",17,14,65
8,2013,1,"Thursday",17,14,117
7,2013,1,"Thursday",17,14,328
5,2013,1,"Thursday",17,14,1200
6,2013,1,"Thursday",17,14,1241
14,2013,1,"Thursday",17,14,337
4,2013,1,"Thursday",17,15,2770
17,2013,1,"Thursday",17,15,533
18,2013,1,"Thursday",17,15,490
16,2013,1,"Thursday",17,15,1368
2,2013,1,"Thursday",17,15,2197
1,2013,1,"Thursday",17,15,2269
13,2013,1,"Thursday",17,15,863
3,2013,1,"Thursday",17,15,1837
15,2013,1,"Thursday",17,15,993
9,2013,1,"Thursday",17,15,576
10,2013,1,"Thursday",17,15,150
12,2013,1,"Thursday",17,15,93
11,2013,1,"Thursday",17,15,33
8,2013,1,"Thursday",17,15,145
7,2013,1,"Thursday",17,15,244
5,2013,1,"Thursday",17,15,1324
6,2013,1,"Thursday",17,15,1282
14,2013,1,"Thursday",17,15,385
4,2013,1,"Thursday",17,16,2757
17,2013,1,"Thursday",17,16,651
18,2013,1,"Thursday",17,16,797
16,2013,1,"Thursday",17,16,1333
2,2013,1,"Thursday",17,16,2089
1,2013,1,"Thursday",17,16,2218
13,2013,1,"Thursday",17,16,1807
3,2013,1,"Thursday",17,16,1863
15,2013,1,"Thursday",17,16,1059
9,2013,1,"Thursday",17,16,1284
10,2013,1,"Thursday",17,16,291
12,2013,1,"Thursday",17,16,90
11,2013,1,"Thursday",17,16,28
8,2013,1,"Thursday",17,16,242
7,2013,1,"Thursday",17,16,343
5,2013,1,"Thursday",17,16,1564
6,2013,1,"Thursday",17,16,1444
14,2013,1,"Thursday",17,16,496
4,2013,1,"Thursday",17,17,3153
17,2013,1,"Thursday",17,17,1106
18,2013,1,"Thursday",17,17,1349
16,2013,1,"Thursday",17,17,1288
2,2013,1,"Thursday",17,17,2231
1,2013,1,"Thursday",17,17,2632
13,2013,1,"Thursday",17,17,3505
3,2013,1,"Thursday",17,17,2409
15,2013,1,"Thursday",17,17,1336
9,2013,1,"Thursday",17,17,2344
10,2013,1,"Thursday",17,17,491
12,2013,1,"Thursday",17,17,128
11,2013,1,"Thursday",17,17,52
8,2013,1,"Thursday",17,17,548
7,2013,1,"Thursday",17,17,1656
5,2013,1,"Thursday",17,17,2309
6,2013,1,"Thursday",17,17,2484
14,2013,1,"Thursday",17,17,1089
4,2013,1,"Thursday",17,18,2720
17,2013,1,"Thursday",17,18,711
18,2013,1,"Thursday",17,18,650
16,2013,1,"Thursday",17,18,843
2,2013,1,"Thursday",17,18,1693
1,2013,1,"Thursday",17,18,2046
13,2013,1,"Thursday",17,18,1358
3,2013,1,"Thursday",17,18,2262
15,2013,1,"Thursday",17,18,1090
9,2013,1,"Thursday",17,18,1087
10,2013,1,"Thursday",17,18,286
12,2013,1,"Thursday",17,18,170
11,2013,1,"Thursday",17,18,62
8,2013,1,"Thursday",17,18,344
7,2013,1,"Thursday",17,18,1219
5,2013,1,"Thursday",17,18,1790
6,2013,1,"Thursday",17,18,1584
14,2013,1,"Thursday",17,18,635
4,2013,1,"Thursday",17,19,1904
17,2013,1,"Thursday",17,19,409
18,2013,1,"Thursday",17,19,231
16,2013,1,"Thursday",17,19,467
2,2013,1,"Thursday",17,19,873
1,2013,1,"Thursday",17,19,1369
13,2013,1,"Thursday",17,19,384
3,2013,1,"Thursday",17,19,1782
15,2013,1,"Thursday",17,19,885
9,2013,1,"Thursday",17,19,363
10,2013,1,"Thursday",17,19,161
12,2013,1,"Thursday",17,19,250
11,2013,1,"Thursday",17,19,100
8,2013,1,"Thursday",17,19,161
7,2013,1,"Thursday",17,19,635
5,2013,1,"Thursday",17,19,1388
6,2013,1,"Thursday",17,19,900
14,2013,1,"Thursday",17,19,329
4,2013,1,"Thursday",17,20,1655
17,2013,1,"Thursday",17,20,286
18,2013,1,"Thursday",17,20,113
16,2013,1,"Thursday",17,20,311
2,2013,1,"Thursday",17,20,537
1,2013,1,"Thursday",17,20,998
13,2013,1,"Thursday",17,20,208
3,2013,1,"Thursday",17,20,1820
15,2013,1,"Thursday",17,20,851
9,2013,1,"Thursday",17,20,137
10,2013,1,"Thursday",17,20,94
12,2013,1,"Thursday",17,20,280
11,2013,1,"Thursday",17,20,144
8,2013,1,"Thursday",17,20,77
7,2013,1,"Thursday",17,20,370
5,2013,1,"Thursday",17,20,1018
6,2013,1,"Thursday",17,20,842
14,2013,1,"Thursday",17,20,304
4,2013,1,"Thursday",17,21,1791
17,2013,1,"Thursday",17,21,247
18,2013,1,"Thursday",17,21,109
16,2013,1,"Thursday",17,21,313
2,2013,1,"Thursday",17,21,457
1,2013,1,"Thursday",17,21,628
13,2013,1,"Thursday",17,21,129
3,2013,1,"Thursday",17,21,1747
15,2013,1,"Thursday",17,21,703
9,2013,1,"Thursday",17,21,141
10,2013,1,"Thursday",17,21,51
12,2013,1,"Thursday",17,21,411
11,2013,1,"Thursday",17,21,174
8,2013,1,"Thursday",17,21,80
7,2013,1,"Thursday",17,21,997
5,2013,1,"Thursday",17,21,1375
6,2013,1,"Thursday",17,21,917
14,2013,1,"Thursday",17,21,412
4,2013,1,"Thursday",17,22,1327
17,2013,1,"Thursday",17,22,216
18,2013,1,"Thursday",17,22,107
16,2013,1,"Thursday",17,22,208
2,2013,1,"Thursday",17,22,287
1,2013,1,"Thursday",17,22,346
13,2013,1,"Thursday",17,22,69
3,2013,1,"Thursday",17,22,1227
15,2013,1,"Thursday",17,22,508
9,2013,1,"Thursday",17,22,70
10,2013,1,"Thursday",17,22,60
12,2013,1,"Thursday",17,22,272
11,2013,1,"Thursday",17,22,142
8,2013,1,"Thursday",17,22,52
7,2013,1,"Thursday",17,22,494
5,2013,1,"Thursday",17,22,1209
6,2013,1,"Thursday",17,22,957
14,2013,1,"Thursday",17,22,271
4,2013,1,"Thursday",17,23,1192
17,2013,1,"Thursday",17,23,110
18,2013,1,"Thursday",17,23,50
16,2013,1,"Thursday",17,23,168
2,2013,1,"Thursday",17,23,204
1,2013,1,"Thursday",17,23,216
13,2013,1,"Thursday",17,23,60
3,2013,1,"Thursday",17,23,703
15,2013,1,"Thursday",17,23,278
9,2013,1,"Thursday",17,23,49
10,2013,1,"Thursday",17,23,48
12,2013,1,"Thursday",17,23,165
11,2013,1,"Thursday",17,23,77
8,2013,1,"Thursday",17,23,37
7,2013,1,"Thursday",17,23,249
5,2013,1,"Thursday",17,23,678
6,2013,1,"Thursday",17,23,644
14,2013,1,"Thursday",17,23,222
4,2013,1,"Friday",18,0,575
17,2013,1,"Friday",18,0,79
18,2013,1,"Friday",18,0,30
16,2013,1,"Friday",18,0,74
2,2013,1,"Friday",18,0,97
1,2013,1,"Friday",18,0,79
13,2013,1,"Friday",18,0,36
3,2013,1,"Friday",18,0,388
15,2013,1,"Friday",18,0,138
9,2013,1,"Friday",18,0,30
10,2013,1,"Friday",18,0,8
12,2013,1,"Friday",18,0,42
11,2013,1,"Friday",18,0,15
8,2013,1,"Friday",18,0,9
7,2013,1,"Friday",18,0,218
5,2013,1,"Friday",18,0,320
6,2013,1,"Friday",18,0,346
14,2013,1,"Friday",18,0,115
4,2013,1,"Friday",18,1,252
17,2013,1,"Friday",18,1,38
18,2013,1,"Friday",18,1,20
16,2013,1,"Friday",18,1,38
2,2013,1,"Friday",18,1,55
1,2013,1,"Friday",18,1,37
13,2013,1,"Friday",18,1,12
3,2013,1,"Friday",18,1,204
15,2013,1,"Friday",18,1,92
9,2013,1,"Friday",18,1,13
10,2013,1,"Friday",18,1,5
12,2013,1,"Friday",18,1,23
11,2013,1,"Friday",18,1,10
8,2013,1,"Friday",18,1,2
7,2013,1,"Friday",18,1,34
5,2013,1,"Friday",18,1,120
6,2013,1,"Friday",18,1,127
14,2013,1,"Friday",18,1,59
4,2013,1,"Friday",18,2,94
17,2013,1,"Friday",18,2,31
18,2013,1,"Friday",18,2,12
16,2013,1,"Friday",18,2,23
2,2013,1,"Friday",18,2,23
1,2013,1,"Friday",18,2,18
13,2013,1,"Friday",18,2,10
3,2013,1,"Friday",18,2,87
15,2013,1,"Friday",18,2,46
9,2013,1,"Friday",18,2,2
10,2013,1,"Friday",18,2,2
12,2013,1,"Friday",18,2,4
11,2013,1,"Friday",18,2,4
8,2013,1,"Friday",18,2,5
7,2013,1,"Friday",18,2,7
5,2013,1,"Friday",18,2,74
6,2013,1,"Friday",18,2,84
14,2013,1,"Friday",18,2,19
4,2013,1,"Friday",18,3,50
17,2013,1,"Friday",18,3,10
18,2013,1,"Friday",18,3,16
16,2013,1,"Friday",18,3,12
2,2013,1,"Friday",18,3,13
1,2013,1,"Friday",18,3,25
13,2013,1,"Friday",18,3,3
3,2013,1,"Friday",18,3,36
15,2013,1,"Friday",18,3,24
9,2013,1,"Friday",18,3,2
10,2013,1,"Friday",18,3,1
12,2013,1,"Friday",18,3,11
11,2013,1,"Friday",18,3,6
8,2013,1,"Friday",18,3,4
7,2013,1,"Friday",18,3,15
5,2013,1,"Friday",18,3,46
6,2013,1,"Friday",18,3,38
14,2013,1,"Friday",18,3,16
4,2013,1,"Friday",18,4,75
17,2013,1,"Friday",18,4,21
18,2013,1,"Friday",18,4,4
16,2013,1,"Friday",18,4,17
2,2013,1,"Friday",18,4,27
1,2013,1,"Friday",18,4,24
13,2013,1,"Friday",18,4,4
3,2013,1,"Friday",18,4,30
15,2013,1,"Friday",18,4,14
9,2013,1,"Friday",18,4,3
10,2013,1,"Friday",18,4,3
12,2013,1,"Friday",18,4,8
11,2013,1,"Friday",18,4,9
8,2013,1,"Friday",18,4,7
7,2013,1,"Friday",18,4,7
5,2013,1,"Friday",18,4,50
6,2013,1,"Friday",18,4,40
14,2013,1,"Friday",18,4,39
4,2013,1,"Friday",18,5,60
17,2013,1,"Friday",18,5,61
18,2013,1,"Friday",18,5,22
16,2013,1,"Friday",18,5,11
2,2013,1,"Friday",18,5,18
1,2013,1,"Friday",18,5,34
13,2013,1,"Friday",18,5,71
3,2013,1,"Friday",18,5,54
15,2013,1,"Friday",18,5,17
9,2013,1,"Friday",18,5,38
10,2013,1,"Friday",18,5,16
12,2013,1,"Friday",18,5,6
11,2013,1,"Friday",18,5,3
8,2013,1,"Friday",18,5,15
7,2013,1,"Friday",18,5,15
5,2013,1,"Friday",18,5,93
6,2013,1,"Friday",18,5,72
14,2013,1,"Friday",18,5,67
4,2013,1,"Friday",18,6,179
17,2013,1,"Friday",18,6,209
18,2013,1,"Friday",18,6,151
16,2013,1,"Friday",18,6,63
2,2013,1,"Friday",18,6,85
1,2013,1,"Friday",18,6,67
13,2013,1,"Friday",18,6,474
3,2013,1,"Friday",18,6,173
15,2013,1,"Friday",18,6,84
9,2013,1,"Friday",18,6,428
10,2013,1,"Friday",18,6,71
12,2013,1,"Friday",18,6,58
11,2013,1,"Friday",18,6,22
8,2013,1,"Friday",18,6,110
7,2013,1,"Friday",18,6,122
5,2013,1,"Friday",18,6,244
6,2013,1,"Friday",18,6,257
14,2013,1,"Friday",18,6,142
4,2013,1,"Friday",18,7,455
17,2013,1,"Friday",18,7,585
18,2013,1,"Friday",18,7,626
16,2013,1,"Friday",18,7,289
2,2013,1,"Friday",18,7,264
1,2013,1,"Friday",18,7,279
13,2013,1,"Friday",18,7,1743
3,2013,1,"Friday",18,7,317
15,2013,1,"Friday",18,7,238
9,2013,1,"Friday",18,7,1029
10,2013,1,"Friday",18,7,167
12,2013,1,"Friday",18,7,140
11,2013,1,"Friday",18,7,49
8,2013,1,"Friday",18,7,261
7,2013,1,"Friday",18,7,287
5,2013,1,"Friday",18,7,642
6,2013,1,"Friday",18,7,871
14,2013,1,"Friday",18,7,356
4,2013,1,"Friday",18,8,1047
17,2013,1,"Friday",18,8,1490
18,2013,1,"Friday",18,8,1510
16,2013,1,"Friday",18,8,817
2,2013,1,"Friday",18,8,675
1,2013,1,"Friday",18,8,741
13,2013,1,"Friday",18,8,4613
3,2013,1,"Friday",18,8,674
15,2013,1,"Friday",18,8,654
9,2013,1,"Friday",18,8,2246
10,2013,1,"Friday",18,8,316
12,2013,1,"Friday",18,8,246
11,2013,1,"Friday",18,8,72
8,2013,1,"Friday",18,8,486
7,2013,1,"Friday",18,8,412
5,2013,1,"Friday",18,8,1520
6,2013,1,"Friday",18,8,2315
14,2013,1,"Friday",18,8,995
4,2013,1,"Friday",18,9,1397
17,2013,1,"Friday",18,9,965
18,2013,1,"Friday",18,9,834
16,2013,1,"Friday",18,9,969
2,2013,1,"Friday",18,9,1027
1,2013,1,"Friday",18,9,888
13,2013,1,"Friday",18,9,2076
3,2013,1,"Friday",18,9,749
15,2013,1,"Friday",18,9,516
9,2013,1,"Friday",18,9,987
10,2013,1,"Friday",18,9,183
12,2013,1,"Friday",18,9,185
11,2013,1,"Friday",18,9,42
8,2013,1,"Friday",18,9,186
7,2013,1,"Friday",18,9,630
5,2013,1,"Friday",18,9,1064
6,2013,1,"Friday",18,9,1257
14,2013,1,"Friday",18,9,352
4,2013,1,"Friday",18,10,1998
17,2013,1,"Friday",18,10,594
18,2013,1,"Friday",18,10,495
16,2013,1,"Friday",18,10,1248
2,2013,1,"Friday",18,10,1640
1,2013,1,"Friday",18,10,1223
13,2013,1,"Friday",18,10,823
3,2013,1,"Friday",18,10,969
15,2013,1,"Friday",18,10,657
9,2013,1,"Friday",18,10,460
10,2013,1,"Friday",18,10,190
12,2013,1,"Friday",18,10,186
11,2013,1,"Friday",18,10,60
8,2013,1,"Friday",18,10,160
7,2013,1,"Friday",18,10,1576
5,2013,1,"Friday",18,10,1299
6,2013,1,"Friday",18,10,1055
14,2013,1,"Friday",18,10,376
4,2013,1,"Friday",18,11,2523
17,2013,1,"Friday",18,11,595
18,2013,1,"Friday",18,11,428
16,2013,1,"Friday",18,11,1482
2,2013,1,"Friday",18,11,2149
1,2013,1,"Friday",18,11,1896
13,2013,1,"Friday",18,11,722
3,2013,1,"Friday",18,11,1144
15,2013,1,"Friday",18,11,875
9,2013,1,"Friday",18,11,402
10,2013,1,"Friday",18,11,172
12,2013,1,"Friday",18,11,215
11,2013,1,"Friday",18,11,91
8,2013,1,"Friday",18,11,170
7,2013,1,"Friday",18,11,1108
5,2013,1,"Friday",18,11,1443
6,2013,1,"Friday",18,11,1275
14,2013,1,"Friday",18,11,428
4,2013,1,"Friday",18,12,3469
17,2013,1,"Friday",18,12,1379
18,2013,1,"Friday",18,12,576
16,2013,1,"Friday",18,12,2347
2,2013,1,"Friday",18,12,3552
1,2013,1,"Friday",18,12,3107
13,2013,1,"Friday",18,12,972
3,2013,1,"Friday",18,12,2299
15,2013,1,"Friday",18,12,1429
9,2013,1,"Friday",18,12,1074
10,2013,1,"Friday",18,12,360
12,2013,1,"Friday",18,12,346
11,2013,1,"Friday",18,12,166
8,2013,1,"Friday",18,12,525
7,2013,1,"Friday",18,12,782
5,2013,1,"Friday",18,12,1696
6,2013,1,"Friday",18,12,1992
14,2013,1,"Friday",18,12,518
4,2013,1,"Friday",18,13,3845
17,2013,1,"Friday",18,13,1323
18,2013,1,"Friday",18,13,602
16,2013,1,"Friday",18,13,2640
2,2013,1,"Friday",18,13,4150
1,2013,1,"Friday",18,13,3344
13,2013,1,"Friday",18,13,1065
3,2013,1,"Friday",18,13,2518
15,2013,1,"Friday",18,13,1718
9,2013,1,"Friday",18,13,807
10,2013,1,"Friday",18,13,284
12,2013,1,"Friday",18,13,362
11,2013,1,"Friday",18,13,203
8,2013,1,"Friday",18,13,448
7,2013,1,"Friday",18,13,620
5,2013,1,"Friday",18,13,1655
6,2013,1,"Friday",18,13,1912
14,2013,1,"Friday",18,13,585
4,2013,1,"Friday",18,14,3649
17,2013,1,"Friday",18,14,727
18,2013,1,"Friday",18,14,406
16,2013,1,"Friday",18,14,1947
2,2013,1,"Friday",18,14,3255
1,2013,1,"Friday",18,14,2625
13,2013,1,"Friday",18,14,734
3,2013,1,"Friday",18,14,2225
15,2013,1,"Friday",18,14,1644
9,2013,1,"Friday",18,14,529
10,2013,1,"Friday",18,14,176
12,2013,1,"Friday",18,14,274
11,2013,1,"Friday",18,14,137
8,2013,1,"Friday",18,14,205
7,2013,1,"Friday",18,14,586
5,2013,1,"Friday",18,14,1719
6,2013,1,"Friday",18,14,1546
14,2013,1,"Friday",18,14,455
4,2013,1,"Friday",18,15,3147
17,2013,1,"Friday",18,15,595
18,2013,1,"Friday",18,15,509
16,2013,1,"Friday",18,15,1640
2,2013,1,"Friday",18,15,2951
1,2013,1,"Friday",18,15,2488
13,2013,1,"Friday",18,15,1014
3,2013,1,"Friday",18,15,2066
15,2013,1,"Friday",18,15,1430
9,2013,1,"Friday",18,15,647
10,2013,1,"Friday",18,15,194
12,2013,1,"Friday",18,15,271
11,2013,1,"Friday",18,15,156
8,2013,1,"Friday",18,15,205
7,2013,1,"Friday",18,15,569
5,2013,1,"Friday",18,15,1802
6,2013,1,"Friday",18,15,1494
14,2013,1,"Friday",18,15,511
4,2013,1,"Friday",18,16,3287
17,2013,1,"Friday",18,16,753
18,2013,1,"Friday",18,16,771
16,2013,1,"Friday",18,16,1580
2,2013,1,"Friday",18,16,2971
1,2013,1,"Friday",18,16,2407
13,2013,1,"Friday",18,16,1782
3,2013,1,"Friday",18,16,2200
15,2013,1,"Friday",18,16,1601
9,2013,1,"Friday",18,16,1237
10,2013,1,"Friday",18,16,311
12,2013,1,"Friday",18,16,275
11,2013,1,"Friday",18,16,137
8,2013,1,"Friday",18,16,317
7,2013,1,"Friday",18,16,1009
5,2013,1,"Friday",18,16,1809
6,2013,1,"Friday",18,16,1673
14,2013,1,"Friday",18,16,703
4,2013,1,"Friday",18,17,3529
17,2013,1,"Friday",18,17,1189
18,2013,1,"Friday",18,17,1300
16,2013,1,"Friday",18,17,1712
2,2013,1,"Friday",18,17,3068
1,2013,1,"Friday",18,17,2926
13,2013,1,"Friday",18,17,3130
3,2013,1,"Friday",18,17,2571
15,2013,1,"Friday",18,17,1847
9,2013,1,"Friday",18,17,1758
10,2013,1,"Friday",18,17,425
12,2013,1,"Friday",18,17,406
11,2013,1,"Friday",18,17,205
8,2013,1,"Friday",18,17,604
7,2013,1,"Friday",18,17,2293
5,2013,1,"Friday",18,17,2646
6,2013,1,"Friday",18,17,2681
14,2013,1,"Friday",18,17,1223
4,2013,1,"Friday",18,18,3043
17,2013,1,"Friday",18,18,702
18,2013,1,"Friday",18,18,527
16,2013,1,"Friday",18,18,1172
2,2013,1,"Friday",18,18,2478
1,2013,1,"Friday",18,18,2462
13,2013,1,"Friday",18,18,1057
3,2013,1,"Friday",18,18,2577
15,2013,1,"Friday",18,18,1582
9,2013,1,"Friday",18,18,681
10,2013,1,"Friday",18,18,244
12,2013,1,"Friday",18,18,392
11,2013,1,"Friday",18,18,222
8,2013,1,"Friday",18,18,322
7,2013,1,"Friday",18,18,2398
5,2013,1,"Friday",18,18,2083
6,2013,1,"Friday",18,18,1841
14,2013,1,"Friday",18,18,718
4,2013,1,"Friday",18,19,2599
17,2013,1,"Friday",18,19,500
18,2013,1,"Friday",18,19,280
16,2013,1,"Friday",18,19,735
2,2013,1,"Friday",18,19,1672
1,2013,1,"Friday",18,19,1841
13,2013,1,"Friday",18,19,409
3,2013,1,"Friday",18,19,2359
15,2013,1,"Friday",18,19,1234
9,2013,1,"Friday",18,19,273
10,2013,1,"Friday",18,19,112
12,2013,1,"Friday",18,19,416
11,2013,1,"Friday",18,19,359
8,2013,1,"Friday",18,19,152
7,2013,1,"Friday",18,19,1182
5,2013,1,"Friday",18,19,1823
6,2013,1,"Friday",18,19,1324
14,2013,1,"Friday",18,19,498
4,2013,1,"Friday",18,20,2436
17,2013,1,"Friday",18,20,353
18,2013,1,"Friday",18,20,159
16,2013,1,"Friday",18,20,456
2,2013,1,"Friday",18,20,1164
1,2013,1,"Friday",18,20,1398
13,2013,1,"Friday",18,20,214
3,2013,1,"Friday",18,20,2091
15,2013,1,"Friday",18,20,1238
9,2013,1,"Friday",18,20,159
10,2013,1,"Friday",18,20,88
12,2013,1,"Friday",18,20,220
11,2013,1,"Friday",18,20,79
8,2013,1,"Friday",18,20,118
7,2013,1,"Friday",18,20,442
5,2013,1,"Friday",18,20,1233
6,2013,1,"Friday",18,20,1104
14,2013,1,"Friday",18,20,380
